subject,tag,file,lineno,MLOC
covidify,91bfd7b529cf735c56ab0b506f3aeff3933e146a,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,110,8
covidify,91bfd7b529cf735c56ab0b506f3aeff3933e146a,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,158,4
covidify,91bfd7b529cf735c56ab0b506f3aeff3933e146a,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,168,5
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,47,3
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,82,3
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,88,3
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,95,5
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,102,6
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,110,8
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,158,4
covidify,91ac7502654c7addbe42d67333ca3acc9837bf1e,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,168,5
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,47,3
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,82,3
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,88,3
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,95,5
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,102,6
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,110,8
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,158,4
covidify,97ceafd7fc1abd1c29d4b7762b212aafa6ddc046,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,168,5
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,47,3
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,82,3
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,88,3
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,95,5
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,102,6
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,110,8
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,158,4
covidify,dd354d7d6daf8134d7b8b64d707902506f7dfc74,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,168,5
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,47,3
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,82,3
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,88,3
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,95,5
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,102,6
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,110,8
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,158,4
covidify,8cc745c15d2ad2b14cd622fce2c66a14576388d4,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,168,5
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,47,3
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,82,3
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,88,3
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,95,5
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,102,6
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,110,8
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,158,4
covidify,cdeab75f61d33adc5f208af8012b28889e28a499,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,168,5
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,47,3
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,82,3
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,88,3
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,95,5
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,102,6
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,110,8
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,158,4
covidify,b651b9ad867e28d208d78a0c03bfdf03267be0c6,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,168,5
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,16,5
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,47,3
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,82,3
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,88,3
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,95,5
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,102,6
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,110,8
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,158,4
covidify,00d004aed779079349b49203e0cae09b226772fc,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,168,5
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,16,5
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,47,3
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,82,3
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,88,3
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,95,5
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,102,6
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,110,8
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,158,4
covidify,a88bf07c697b0a4775d7a1bd408aa488c9126fa1,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,168,5
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,16,5
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,47,3
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,82,3
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,88,3
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,95,5
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,102,6
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,110,8
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,158,4
covidify,e98184983414c171170f9bc8e4684d253425a688,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,168,5
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,16,5
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,47,3
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,82,3
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,88,3
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,95,5
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,102,6
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,110,8
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,158,4
covidify,cacda8445b09062592190feb8137ab8cafea7573,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,168,5
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,16,5
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,45,3
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,80,3
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,86,3
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,93,5
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,100,6
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,108,8
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,153,4
covidify,c02692e2b97e2de875b761a9ed589b599da5f0fd,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,163,5
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,16,5
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,45,3
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,80,3
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,86,3
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,93,5
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,100,6
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,108,8
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,153,4
covidify,f173dbc19cd249612ee652d005e7861de9d3c86c,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,163,5
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,16,5
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,45,3
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,80,3
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,86,3
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,93,5
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,100,6
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,108,8
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,153,4
covidify,1fa8a231e7a86a1b04358bd71e1b7ea03185a404,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,163,5
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,16,5
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,45,3
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,80,3
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,86,3
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,93,5
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,100,6
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,108,8
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,153,4
covidify,daf5679215afc61cfe2da8d366b0b16d5fd26a4d,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,163,5
covidify,257f659fee96edecac23cd7cc5419803a00dde29,../../projects/well_engineered_projects/covidify/setup.py,22,5
covidify,257f659fee96edecac23cd7cc5419803a00dde29,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,15,5
covidify,257f659fee96edecac23cd7cc5419803a00dde29,../../projects/well_engineered_projects/covidify/tests/test_data_prep.py,22,3
covidify,257f659fee96edecac23cd7cc5419803a00dde29,../../projects/well_engineered_projects/covidify/tests/test_cli.py,16,5
covidify,257f659fee96edecac23cd7cc5419803a00dde29,../../projects/well_engineered_projects/covidify/tests/test_cli.py,24,5
covidify,257f659fee96edecac23cd7cc5419803a00dde29,../../projects/well_engineered_projects/covidify/tests/test_cli.py,38,8
covidify,257f659fee96edecac23cd7cc5419803a00dde29,../../projects/well_engineered_projects/covidify/src/covidify/list_countries.py,16,5
covidify,257f659fee96edecac23cd7cc5419803a00dde29,../../projects/well_engineered_projects/covidify/src/covidify/data_exploration.py,45,3
