subject,tag,file,lineno,LEC,DNC,NCT
AdvBox,be6c616467d81d6b3bd92cb306401f165522be50,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/lbfgs.py,117,1.0,,
AdvBox,be6c616467d81d6b3bd92cb306401f165522be50,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/lbfgs.py,132,,2.0,1.0
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/deepfool.py,58,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/deepfool.py,73,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/deepfool.py,90,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/deepfool.py,91,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/deepfool.py,92,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/gradient_method.py,92,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/gradient_method.py,93,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/gradient_method.py,96,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/gradient_method.py,130,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/gradient_method.py,131,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/gradient_method.py,134,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/gradient_method.py,252,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/gradient_method.py,253,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/gradient_method.py,263,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/lbfgs.py,117,1.0,,
AdvBox,3e8330762e1f62a0a6f2ab047d6f51cc9b48178f,../../projects/not_well_engineered_projects/AdvBox/advbox/attacks/lbfgs.py,132,,2.0,1.0
AdvBox,03296d1e6cd9463fef80e7f9f2fe5fc86b19e0d0,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,60,1.0,,
AdvBox,03296d1e6cd9463fef80e7f9f2fe5fc86b19e0d0,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,61,1.0,,
AdvBox,03296d1e6cd9463fef80e7f9f2fe5fc86b19e0d0,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,67,1.0,,
AdvBox,03296d1e6cd9463fef80e7f9f2fe5fc86b19e0d0,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,71,1.0,,
AdvBox,03296d1e6cd9463fef80e7f9f2fe5fc86b19e0d0,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,105,1.0,,
AdvBox,03296d1e6cd9463fef80e7f9f2fe5fc86b19e0d0,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,124,1.0,,
AdvBox,a374fc247cf613291105a92064d5dc621d21f042,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,60,1.0,,
AdvBox,a374fc247cf613291105a92064d5dc621d21f042,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,61,1.0,,
AdvBox,a374fc247cf613291105a92064d5dc621d21f042,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,67,1.0,,
AdvBox,a374fc247cf613291105a92064d5dc621d21f042,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,71,1.0,,
AdvBox,a374fc247cf613291105a92064d5dc621d21f042,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,105,1.0,,
AdvBox,a374fc247cf613291105a92064d5dc621d21f042,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,124,1.0,,
AdvBox,99d21d3809e0d8dbdf9754eca1e27dd6e0ad9242,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,60,1.0,,
AdvBox,99d21d3809e0d8dbdf9754eca1e27dd6e0ad9242,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,61,1.0,,
AdvBox,99d21d3809e0d8dbdf9754eca1e27dd6e0ad9242,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,67,1.0,,
AdvBox,99d21d3809e0d8dbdf9754eca1e27dd6e0ad9242,../../projects/not_well_engineered_projects/AdvBox/advbox/models/tensorflowPB.py,71,1.0,,
